Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-04-13,284.11,871.01,888.69,437.43
2014-04-20,201.23,944.04,689.82,177.14
2014-04-27,175.6,739.06,834.72,322.16
2014-05-04,203.04,840.82,823.77,301.39
2014-05-11,205.96,959.09,797.62,319.37
2014-05-18,297.42,1176.22,885.84,351.37
2014-05-25,284.95,921.81,727.81,281.17
2014-06-01,277.56,621.62,763.33,377.42
2014-06-08,207.52,914.93,776.76,359.23
2014-06-15,251.42,971.97,941.39,465.18
2014-06-22,209.84,808.45,754.27,322.51
2014-06-29,282.33,932.43,705.76,314.81
2014-07-06,260.85,977.81,714.45,279.26
2014-07-13,233.79,1051.17,837.91,352.08
2014-07-20,213.25,926.97,840.02,266.02
2014-07-27,186.37,1108.63,885.2,197.44
2014-08-03,203.05,1010.53,627.93,226.8
2014-08-10,231.78,827.91,702.0,255.59
2014-08-17,236.85,912.5,1018.58,562.05
2014-08-24,1592.0,1592.0,1592.0,1592.0
2014-08-31,807.72,966.73,856.42,718.25
2014-09-07,279.74,469.95,530.17,358.25
2014-09-14,251.69,792.34,822.22,391.67
2014-09-21,210.57,349.83,616.46,365.93
2014-09-28,234.43,651.75,651.69,339.62
2014-10-05,296.01,498.62,519.85,399.99
2014-10-12,240.68,411.62,612.16,536.02
2014-10-19,187.34,320.81,548.77,596.23
2014-10-26,479.42,524.88,754.93,771.91
2014-11-02,239.12,352.8,386.63,521.54
2014-11-09,234.69,563.49,745.85,575.72
2014-11-16,330.73,420.41,432.22,695.8
2014-11-23,224.72,339.13,512.23,646.28
2014-11-30,260.25,306.84,505.78,590.84
2014-12-07,219.56,358.0,483.94,573.05
2014-12-14,353.6,384.91,500.56,563.03
2014-12-21,292.44,348.09,351.23,510.44
2014-12-28,228.52,339.08,1220.21,381.69
2015-01-04,219.62,263.03,726.66,400.82
2015-01-11,234.01,322.59,367.99,473.17
2015-01-18,453.09,509.48,628.54,682.01
2015-01-25,524.41,497.54,584.93,720.88
2015-02-01,227.5,497.09,521.4,641.77
2015-02-08,264.72,336.2,465.55,687.39
2015-02-15,335.62,320.23,597.73,510.88
2015-02-22,223.99,451.95,571.52,573.4
2015-03-01,221.09,499.92,652.85,565.97
2015-03-08,672.25,804.39,995.13,1081.84
2015-03-15,931.72,812.66,944.62,1170.17
2015-03-22,754.52,937.05,691.97,906.69
2015-03-29,844.82,787.82,815.14,862.36
2015-04-05,877.71,1028.6,863.75,878.29
2015-04-12,394.7,990.47,1098.79,416.85
2015-04-19,311.58,658.23,935.68,400.9
2015-04-26,271.07,832.66,1000.88,444.93
2015-05-03,225.29,765.67,939.69,317.75
2015-05-10,358.24,719.7,702.08,369.98
2015-05-17,398.4,809.49,733.25,201.19
2015-05-24,333.53,578.07,662.47,284.44
2015-05-31,237.61,694.8,886.83,296.77
2015-06-07,680.8,1171.01,1400.6,1017.01
