Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-02-16,,,,
2014-02-23,,,,
2014-03-02,,,,
2014-03-09,335.27,490.01,437.54,467.95
2014-03-16,336.58,482.52,436.45,456.4
2014-03-23,339.07,467.56,429.9,451.46
2014-03-30,341.35,472.37,412.94,444.45
2014-04-06,326.91,506.65,411.92,436.09
2014-04-13,295.03,507.0,394.23,423.79
2014-04-20,264.04,497.04,376.39,407.38
2014-04-27,240.54,482.46,360.75,390.34
2014-05-04,228.39,466.0,357.89,378.75
2014-05-11,229.67,462.57,349.03,374.06
2014-05-18,232.74,464.37,343.97,373.13
2014-05-25,234.84,459.04,347.37,369.27
2014-06-01,237.17,446.27,346.18,366.06
2014-06-08,239.66,417.6,346.3,359.78
2014-06-15,241.64,418.79,349.34,361.8
2014-06-22,245.2,419.97,360.29,366.21
2014-06-29,249.57,427.92,364.33,367.85
2014-07-06,256.31,424.84,369.72,374.54
2014-07-13,261.25,422.71,380.51,379.21
2014-07-20,261.37,418.54,380.41,381.39
2014-07-27,268.16,414.49,381.92,377.91
2014-08-03,266.13,415.62,380.85,378.47
2014-08-10,266.55,413.81,371.63,381.1
2014-08-17,266.59,412.23,367.58,379.06
2014-08-24,262.02,426.08,366.05,382.49
2014-08-31,255.52,443.73,373.21,386.65
2014-09-07,248.04,448.82,375.12,383.35
2014-09-14,243.86,431.39,355.35,370.67
2014-09-21,241.56,429.41,363.39,388.36
2014-09-28,239.98,444.01,370.56,407.14
2014-10-05,243.56,451.71,390.68,419.36
2014-10-12,242.92,453.37,400.05,430.96
2014-10-19,243.39,449.8,401.74,441.04
2014-10-26,245.47,425.47,400.33,447.85
2014-11-02,248.25,401.8,398.01,453.63
2014-11-09,247.73,409.94,409.01,465.41
2014-11-16,249.14,430.16,428.1,480.88
2014-11-23,245.26,427.69,424.45,473.03
2014-11-30,241.69,414.95,424.13,462.58
2014-12-07,238.43,408.85,418.62,459.39
2014-12-14,235.64,407.72,419.98,453.98
2014-12-21,231.68,411.44,430.43,452.05
2014-12-28,228.74,419.34,450.6,449.31
2015-01-04,226.5,423.91,458.89,455.96
2015-01-11,223.81,417.39,460.42,458.62
2015-01-18,222.67,413.68,460.63,448.65
2015-01-25,222.36,413.97,455.43,452.49
2015-02-01,222.56,414.01,444.61,460.0
2015-02-08,225.13,418.18,439.5,458.08
2015-02-15,227.01,415.76,428.24,458.57
2015-02-22,229.49,412.63,413.84,458.61
2015-03-01,232.09,408.0,391.26,454.46
2015-03-08,233.74,405.16,376.27,442.2
2015-03-15,232.35,398.89,360.39,436.26
2015-03-22,232.38,395.24,350.87,430.17
2015-03-29,230.77,395.03,342.95,416.72
2015-04-05,230.97,391.92,338.12,406.5
2015-04-12,230.55,387.09,344.66,400.2
2015-04-19,227.87,392.07,348.56,396.61
2015-04-26,224.16,392.97,344.56,392.87
2015-05-03,221.78,400.01,347.93,383.11
2015-05-10,224.05,400.03,348.54,376.47
2015-05-17,226.77,394.75,346.26,371.38
2015-05-24,229.66,390.91,347.7,368.08
2015-05-31,230.54,393.89,360.47,365.36
2015-06-07,230.71,399.43,363.74,364.62
2015-06-14,,,,
2015-06-21,,,,
