Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-03-09,132.78,173.37,370.98,400.66
2014-03-16,139.47,171.39,336.57,407.06
2014-03-23,161.69,216.96,342.62,434.5
2014-03-30,184.52,249.2,369.58,382.19
2014-04-06,184.83,256.63,241.12,300.47
2014-04-13,180.9,261.87,396.83,292.12
2014-04-20,185.7,219.02,414.23,422.18
2014-04-27,198.2,337.15,386.89,347.74
2014-05-04,178.58,286.81,227.16,324.59
2014-05-11,226.05,276.06,474.79,344.98
2014-05-18,238.56,246.57,293.8,324.28
2014-05-25,218.44,409.74,435.55,298.91
2014-06-01,206.75,240.82,245.27,318.29
2014-06-08,200.67,284.97,256.88,336.55
2014-06-15,200.54,233.19,364.36,250.16
2014-06-22,199.95,250.5,311.64,298.49
2014-06-29,200.28,187.92,182.18,245.12
2014-07-06,185.94,282.17,298.38,242.32
2014-07-13,173.94,228.94,304.5,223.67
2014-07-20,177.94,208.29,303.32,254.85
2014-07-27,180.39,199.13,238.95,232.17
2014-08-03,214.89,276.57,307.4,266.93
2014-08-10,223.96,238.09,238.83,282.9
2014-08-17,204.47,319.61,303.19,269.03
2014-08-24,204.95,235.4,223.06,280.04
2014-08-31,199.98,247.96,361.8,268.14
2014-09-07,247.96,310.45,334.08,359.22
2014-09-14,275.41,363.53,330.77,286.75
2014-09-21,183.19,241.57,294.61,314.63
2014-09-28,177.0,240.87,227.07,297.39
2014-10-05,205.5,223.62,289.28,374.42
2014-10-12,178.59,205.57,391.94,427.38
2014-10-19,182.02,220.56,261.6,448.87
2014-10-26,166.88,255.26,251.54,422.53
2014-11-02,164.05,197.84,255.33,311.6
2014-11-09,159.0,207.16,246.02,274.01
2014-11-16,168.04,242.01,341.06,441.04
2014-11-23,166.45,219.31,295.08,335.59
2014-11-30,167.84,210.38,214.28,264.28
2014-12-07,167.07,247.0,214.18,271.58
2014-12-14,179.72,297.09,315.02,420.08
2014-12-21,179.93,237.15,302.26,351.59
2014-12-28,189.12,208.68,355.61,332.36
2015-01-04,176.07,200.12,312.2,381.44
2015-01-11,248.88,197.08,263.05,293.4
2015-01-18,171.18,303.72,266.48,268.39
2015-01-25,175.69,232.98,294.08,324.2
2015-02-01,216.53,204.68,260.81,238.56
2015-02-08,163.41,200.51,285.22,332.35
2015-02-15,199.67,266.07,251.88,317.57
2015-02-22,271.98,224.51,247.26,341.15
2015-03-01,235.07,224.64,196.85,271.47
2015-03-08,215.39,204.92,239.51,324.69
2015-03-15,228.62,186.04,258.94,260.0
2015-03-22,223.9,217.82,211.59,342.45
2015-03-29,179.3,211.29,278.64,269.08
2015-04-05,158.71,169.58,188.4,221.53
2015-04-12,168.57,158.79,182.63,234.32
2015-04-19,198.13,166.82,205.6,240.42
2015-04-26,176.81,206.01,244.32,195.48
2015-05-03,174.32,153.96,268.26,205.14
2015-05-10,217.94,214.33,237.91,274.57
2015-05-17,331.99,173.84,152.64,449.92
2015-05-24,171.14,161.85,159.54,264.8
2015-05-31,242.28,197.63,206.01,195.14
2015-06-07,236.7,174.16,188.01,210.73
