Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-03-09,385.92,797.4,741.96,721.76
2014-03-16,395.11,881.6,613.59,804.94
2014-03-23,457.13,764.4,632.16,801.97
2014-03-30,454.59,726.03,839.96,717.85
2014-04-06,513.12,680.28,706.87,656.16
2014-04-13,552.74,615.15,779.39,501.64
2014-04-20,547.16,1049.4,1186.65,531.88
2014-04-27,415.91,1006.36,947.94,593.84
2014-05-04,530.37,541.52,662.19,569.8
2014-05-11,489.8,737.77,783.43,517.02
2014-05-18,498.04,630.41,665.3,652.46
2014-05-25,553.77,610.98,885.56,548.17
2014-06-01,565.93,937.3,981.08,614.31
2014-06-08,532.63,631.11,824.42,666.02
2014-06-15,514.62,692.45,698.0,585.83
2014-06-22,512.19,568.89,649.84,570.73
2014-06-29,561.46,643.28,778.94,623.53
2014-07-06,582.8,691.14,819.11,637.85
2014-07-13,567.09,658.07,625.97,696.19
2014-07-20,508.72,828.53,834.67,698.06
2014-07-27,295.05,387.17,492.95,424.02
2014-08-03,143.73,153.88,156.86,157.9
2014-08-10,149.81,182.28,233.79,313.35
2014-08-17,577.46,770.82,797.64,708.13
2014-08-24,639.19,808.59,812.14,626.47
2014-08-31,848.96,1247.59,1141.17,986.96
2014-09-07,671.16,1005.48,927.05,710.6
2014-09-14,495.29,672.11,679.42,555.88
2014-09-21,609.59,868.11,1027.59,675.24
2014-09-28,693.28,791.64,831.64,858.49
2014-10-05,627.87,956.0,1093.55,819.4
2014-10-12,560.12,876.59,997.73,906.09
2014-10-19,548.12,986.98,939.05,982.5
2014-10-26,603.81,1202.2,1128.36,895.94
2014-11-02,520.1,764.46,784.37,848.32
2014-11-09,542.78,837.43,941.75,817.97
2014-11-16,459.63,925.68,934.65,805.1
2014-11-23,458.72,843.15,847.97,911.72
2014-11-30,520.95,1008.23,1049.67,924.88
2014-12-07,471.39,783.03,1072.65,991.48
2014-12-14,545.36,951.73,1012.54,1044.6
2014-12-21,589.71,970.93,1194.38,1129.79
2014-12-28,620.95,1242.66,1371.38,984.78
2015-01-04,726.07,1085.2,1464.29,1147.24
2015-01-11,703.85,1069.77,1084.22,1219.92
2015-01-18,999.36,1703.35,1491.45,1579.48
2015-01-25,509.46,806.83,855.94,1010.93
2015-02-01,506.66,788.33,1071.84,814.85
2015-02-08,545.44,871.56,994.8,993.23
2015-02-15,669.79,944.35,833.57,1092.07
2015-02-22,517.85,863.24,1043.07,920.84
2015-03-01,564.08,850.33,802.44,802.75
2015-03-08,590.24,829.31,698.63,780.08
2015-03-15,578.22,779.58,670.3,906.17
2015-03-22,620.93,836.78,837.55,925.68
2015-03-29,572.5,805.83,796.24,792.09
2015-04-05,597.11,626.79,716.18,779.78
2015-04-12,626.96,763.57,833.97,866.05
2015-04-19,496.59,697.74,801.51,666.02
2015-04-26,561.52,705.5,824.05,737.17
2015-05-03,631.65,783.48,918.01,687.98
2015-05-10,517.37,753.06,708.5,692.93
2015-05-17,515.6,859.72,920.79,872.92
2015-05-24,534.66,675.84,904.06,891.54
2015-05-31,534.86,790.89,791.73,788.7
2015-06-07,534.61,701.7,633.9,712.34
