Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-04-13,289.86,493.82,577.03,554.35
2014-04-20,288.71,468.25,553.13,513.87
2014-04-27,289.59,454.76,551.14,509.89
2014-05-04,288.63,460.94,538.1,487.05
2014-05-11,290.77,459.41,520.28,476.65
2014-05-18,294.16,463.45,522.55,461.54
2014-05-25,297.61,460.14,522.39,455.98
2014-06-01,300.59,452.17,517.88,444.44
2014-06-08,303.96,451.51,526.74,445.26
2014-06-15,310.52,477.6,560.16,470.62
2014-06-22,318.44,507.04,592.85,502.9
2014-06-29,320.97,497.37,572.36,492.4
2014-07-06,323.91,471.61,538.57,466.01
2014-07-13,320.09,442.5,492.59,447.42
2014-07-20,313.34,409.87,463.53,426.95
2014-07-27,309.16,410.83,457.86,427.8
2014-08-03,308.6,423.08,463.28,429.69
2014-08-10,309.34,426.68,448.84,424.37
2014-08-17,307.84,420.36,433.47,416.04
2014-08-24,305.26,423.89,440.32,427.48
2014-08-31,303.24,446.74,475.55,456.88
2014-09-07,301.36,465.86,510.33,495.92
2014-09-14,304.32,487.79,526.18,517.72
2014-09-21,306.33,503.56,544.46,540.19
2014-09-28,307.19,487.87,543.5,564.98
2014-10-05,306.14,463.2,544.68,573.08
2014-10-12,298.8,446.38,529.9,575.35
2014-10-19,293.24,444.49,534.91,584.08
2014-10-26,288.14,433.67,523.68,591.05
2014-11-02,282.96,434.21,499.68,586.21
2014-11-09,277.92,445.86,522.09,599.28
2014-11-16,277.1,477.52,548.54,637.44
2014-11-23,273.79,485.21,553.36,635.6
2014-11-30,267.08,489.76,533.03,604.95
2014-12-07,260.3,502.34,538.57,617.44
2014-12-14,259.38,510.66,543.42,624.96
2014-12-21,258.55,512.03,542.88,636.31
2014-12-28,257.75,514.45,556.37,636.34
2015-01-04,252.46,490.2,522.68,600.91
2015-01-11,244.46,429.79,457.68,526.13
2015-01-18,238.44,390.7,423.09,484.18
2015-01-25,238.58,384.92,413.3,507.82
2015-02-01,239.88,391.49,416.01,530.87
2015-02-08,242.55,380.97,414.01,544.55
2015-02-15,246.52,372.63,414.91,537.08
2015-02-22,244.9,381.7,415.24,531.9
2015-03-01,246.42,436.17,440.52,538.45
2015-03-08,254.58,467.15,493.63,591.06
2015-03-15,266.12,530.42,551.69,662.08
2015-03-22,276.07,543.35,570.64,683.86
2015-03-29,278.49,532.53,571.4,659.22
2015-04-05,282.44,528.24,567.39,648.24
2015-04-12,281.08,533.41,568.5,636.09
2015-04-19,280.09,531.69,558.21,612.02
2015-04-26,279.42,494.38,539.57,593.19
