Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-04-06,263.44,1005.62,926.58,1056.98
2014-04-13,216.52,473.86,454.37,679.19
2014-04-20,189.51,388.59,385.58,720.17
2014-04-27,210.69,278.37,469.94,809.66
2014-05-04,235.81,353.54,597.17,1033.29
2014-05-11,214.09,473.79,515.36,734.33
2014-05-18,224.41,581.1,613.61,715.24
2014-05-25,236.69,636.31,937.28,815.12
2014-06-01,214.56,692.41,767.85,772.11
2014-06-08,205.1,405.54,476.4,729.71
2014-06-15,220.0,561.1,616.13,875.03
2014-06-22,230.66,423.59,598.86,790.44
2014-06-29,228.17,412.37,403.55,822.98
2014-07-06,233.7,473.55,552.97,867.45
2014-07-13,205.63,379.59,569.96,669.51
2014-07-20,228.57,462.34,634.82,569.29
2014-07-27,228.71,591.26,594.32,843.86
2014-08-03,230.86,650.09,390.19,650.8
2014-08-10,229.28,582.92,450.47,929.71
2014-08-17,221.69,227.45,232.03,230.87
2014-08-24,192.93,285.46,569.03,498.93
2014-08-31,218.21,531.12,510.98,748.71
2014-09-07,277.6,469.46,483.79,893.3
2014-09-14,218.47,524.54,603.02,1103.4
2014-09-21,183.1,629.41,884.39,953.72
2014-09-28,194.09,437.63,630.01,684.19
2014-10-05,203.38,541.5,715.76,913.35
2014-10-12,230.09,511.1,485.09,760.65
2014-10-19,208.16,578.7,465.25,1327.16
2014-10-26,193.1,625.09,253.4,911.86
2014-11-02,186.15,680.35,891.36,981.15
2014-11-09,201.7,490.62,373.9,1228.87
2014-11-16,177.26,559.2,538.45,1058.16
2014-11-23,225.93,605.33,773.41,1146.94
2014-11-30,231.64,536.39,739.21,1258.32
2014-12-07,226.64,587.66,628.1,950.86
2014-12-14,204.29,627.74,776.93,938.03
2014-12-21,203.95,577.19,1015.73,1011.09
2014-12-28,219.57,1130.18,1492.36,1597.85
2015-01-04,265.83,699.29,895.15,1135.89
2015-01-11,177.66,574.62,543.06,1280.53
2015-01-18,198.71,539.66,606.5,1124.42
2015-01-25,206.12,597.32,701.29,1474.65
2015-02-01,194.47,764.95,600.92,1189.71
2015-02-08,226.03,593.98,645.09,1201.58
2015-02-15,204.21,712.72,587.52,1066.98
2015-02-22,207.15,592.47,300.21,1339.4
2015-03-01,210.47,538.15,451.88,963.43
2015-03-08,215.14,719.0,488.97,1256.42
2015-03-15,207.07,502.39,414.86,1186.13
2015-03-22,235.15,888.81,298.59,1201.83
2015-03-29,241.49,822.98,357.27,1110.85
2015-04-05,491.23,751.3,792.08,1058.93
2015-04-12,269.28,450.21,607.4,811.21
2015-04-19,170.6,492.93,441.54,841.0
2015-04-26,187.87,657.84,292.32,790.71
2015-05-03,175.38,609.86,590.88,858.62
2015-05-10,192.6,510.69,552.87,908.79
2015-05-17,164.48,233.72,937.15,698.09
2015-05-24,252.84,503.3,416.75,816.41
2015-05-31,175.2,643.35,553.74,938.09
2015-06-07,209.77,548.88,329.67,842.03
