Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-03-09,676.47,621.73,592.37,1061.17
2014-03-16,464.63,582.62,665.1,950.42
2014-03-23,420.77,604.97,725.88,845.29
2014-03-30,431.08,758.37,491.65,938.74
2014-04-06,456.65,546.6,641.36,730.24
2014-04-13,410.41,497.14,631.42,708.24
2014-04-20,441.03,664.26,679.68,803.79
2014-04-27,455.09,628.17,654.59,710.77
2014-05-04,446.83,521.13,673.63,694.16
2014-05-11,391.81,636.33,672.62,693.18
2014-05-18,426.31,532.77,766.3,724.97
2014-05-25,416.52,534.79,569.87,834.55
2014-06-01,505.65,692.57,873.23,726.79
2014-06-08,416.75,486.58,623.83,661.77
2014-06-15,435.64,432.77,612.54,674.69
2014-06-22,374.56,403.32,525.32,577.67
2014-06-29,364.88,493.92,601.25,615.93
2014-07-06,331.76,418.0,559.31,545.74
2014-07-13,385.73,466.39,626.92,545.59
2014-07-20,377.68,365.72,363.79,360.43
2014-07-27,329.06,325.37,297.97,315.19
2014-08-03,280.44,285.02,236.42,269.95
2014-08-10,269.65,366.88,333.39,457.78
2014-08-17,372.38,535.66,730.13,619.62
2014-08-24,324.64,455.95,582.48,644.92
2014-08-31,296.15,465.16,534.64,482.34
2014-09-07,319.24,395.63,712.53,799.64
2014-09-14,352.41,471.68,523.65,662.46
2014-09-21,398.72,497.96,647.68,783.0
2014-09-28,371.64,467.37,529.5,618.54
2014-10-05,442.32,450.21,378.4,858.34
2014-10-12,432.34,654.57,610.3,840.76
2014-10-19,523.84,504.09,719.92,886.94
2014-10-26,357.48,530.22,649.92,683.77
2014-11-02,368.41,509.43,415.25,722.81
2014-11-09,351.0,985.6,778.73,680.79
2014-11-16,340.28,443.4,565.51,766.57
2014-11-23,600.72,611.92,655.01,991.68
2014-11-30,628.21,521.78,835.35,1007.15
2014-12-07,539.03,582.82,687.16,972.08
2014-12-14,405.31,507.79,847.53,707.34
2014-12-21,594.31,751.76,523.6,728.06
2014-12-28,445.67,618.22,860.04,610.25
2015-01-04,530.95,623.95,1080.61,637.9
2015-01-11,370.59,585.87,636.37,805.59
2015-01-18,455.28,628.09,572.14,881.6
2015-01-25,542.63,675.55,715.53,1062.12
2015-02-01,525.55,661.05,665.27,833.84
2015-02-08,485.04,527.07,705.06,861.25
2015-02-15,732.49,515.4,476.92,827.05
2015-02-22,334.42,632.18,744.41,719.9
2015-03-01,433.53,496.88,560.64,833.69
2015-03-08,414.72,576.16,582.2,746.96
2015-03-15,419.46,490.49,616.96,801.18
2015-03-22,375.14,481.15,552.62,960.11
2015-03-29,412.14,626.52,696.39,1031.55
2015-04-05,332.42,389.06,464.03,721.22
2015-04-12,252.61,327.26,387.67,441.45
2015-04-19,257.23,332.31,349.57,370.1
2015-04-26,211.89,258.34,315.97,392.31
2015-05-03,253.82,315.26,314.91,380.01
2015-05-10,243.59,242.59,396.89,485.43
2015-05-17,191.16,283.64,241.32,650.06
2015-05-24,192.43,313.31,276.05,336.44
2015-05-31,217.37,315.6,337.14,321.89
2015-06-07,277.79,263.41,269.36,300.8
