Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-04-13,287.73,490.3,624.93,573.41
2014-04-20,273.24,463.16,448.34,423.91
2014-04-27,296.38,593.83,640.87,615.78
2014-05-04,289.24,574.82,553.88,535.05
2014-05-11,281.14,333.54,370.35,314.03
2014-05-18,263.68,275.11,318.56,301.99
2014-05-25,293.04,397.66,516.35,429.76
2014-06-01,324.91,484.68,576.34,539.58
2014-06-08,311.87,538.28,688.51,535.06
2014-06-15,320.54,602.37,598.02,477.28
2014-06-22,302.54,395.48,479.85,376.83
2014-06-29,323.79,542.97,614.54,473.78
2014-07-06,325.6,516.31,591.4,543.62
2014-07-13,324.6,543.82,639.95,573.83
2014-07-20,356.1,504.88,553.76,524.93
2014-07-27,289.78,281.77,350.14,366.13
2014-08-03,362.25,295.61,296.54,322.12
2014-08-10,259.79,275.73,277.51,328.22
2014-08-17,255.21,244.84,286.3,268.44
2014-08-24,287.12,572.43,600.22,499.67
2014-08-31,324.85,571.5,587.5,472.75
2014-09-07,325.54,620.02,474.49,458.97
2014-09-14,315.76,429.74,546.49,609.06
2014-09-21,319.34,519.17,556.86,561.31
2014-09-28,302.2,471.94,703.8,654.93
2014-10-05,317.54,455.35,514.92,665.0
2014-10-12,268.12,413.97,359.22,357.39
2014-10-19,288.8,447.07,542.13,606.17
2014-10-26,309.56,486.73,650.39,743.48
2014-11-02,303.61,324.99,487.28,443.48
2014-11-09,256.1,446.85,427.68,567.97
2014-11-16,271.14,442.6,567.67,661.75
2014-11-23,272.35,419.87,436.78,591.95
2014-11-30,261.79,484.45,536.24,626.53
2014-12-07,269.47,671.68,788.05,856.66
2014-12-14,257.31,574.6,511.49,666.18
2014-12-21,261.42,530.82,568.29,578.85
2014-12-28,247.77,416.12,431.73,334.54
2015-01-04,239.26,535.17,553.78,647.61
2015-01-11,260.17,484.98,491.88,748.27
2015-01-18,273.64,474.94,624.35,667.23
2015-01-25,242.25,434.7,475.24,620.29
2015-02-01,205.82,211.09,186.07,195.33
2015-02-08,198.93,170.13,171.98,189.31
2015-02-15,216.35,276.2,369.74,375.27
2015-02-22,275.85,562.65,465.13,778.42
2015-03-01,251.73,419.08,481.63,610.52
2015-03-08,297.59,416.1,485.85,803.9
2015-03-15,259.65,402.06,553.43,632.12
2015-03-22,251.14,731.94,556.02,615.64
2015-03-29,262.58,687.3,635.47,642.61
2015-04-05,277.12,549.2,720.31,684.41
2015-04-12,333.14,648.21,679.46,792.71
2015-04-19,283.22,449.32,557.93,643.95
2015-04-26,289.06,423.63,416.52,452.12
