Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-04-06,921.56,581.43,453.96,572.44
2014-04-13,226.26,499.73,383.98,480.41
2014-04-20,182.98,298.84,271.91,317.0
2014-04-27,189.59,338.0,366.83,398.41
2014-05-04,191.53,442.94,336.58,444.86
2014-05-11,271.93,346.53,253.09,377.08
2014-05-18,209.66,214.75,266.21,235.17
2014-05-25,198.96,394.87,376.82,367.63
2014-06-01,227.93,351.18,358.55,623.67
2014-06-08,190.13,328.46,220.44,486.53
2014-06-15,201.29,317.7,366.23,540.83
2014-06-22,199.7,472.6,442.37,367.76
2014-06-29,202.46,421.54,396.11,449.01
2014-07-06,201.57,387.48,345.05,445.57
2014-07-13,198.22,376.77,308.24,486.57
2014-07-20,206.29,369.51,363.96,449.11
2014-07-27,218.89,591.82,391.91,417.07
2014-08-03,209.7,328.2,265.39,359.2
2014-08-10,204.46,363.74,279.81,584.39
2014-08-17,209.05,394.48,362.59,548.31
2014-08-24,205.67,389.79,380.54,390.43
2014-08-31,208.08,447.72,344.78,324.47
2014-09-07,261.14,356.82,289.22,426.09
2014-09-14,200.92,407.31,405.74,452.07
2014-09-21,240.17,458.03,384.9,545.1
2014-09-28,214.99,347.71,334.55,396.57
2014-10-05,187.78,200.04,193.48,197.17
2014-10-12,216.14,335.77,364.58,575.03
2014-10-19,234.07,352.34,329.71,656.55
2014-10-26,223.7,413.07,387.36,637.81
2014-11-02,222.91,387.41,383.89,600.28
2014-11-09,219.5,333.32,342.24,397.89
2014-11-16,252.79,371.66,338.4,497.19
2014-11-23,264.32,420.0,391.46,551.61
2014-11-30,558.74,541.9,381.72,538.4
2014-12-07,386.99,305.44,296.11,387.47
2014-12-14,527.47,364.59,361.21,458.78
2014-12-21,1029.94,611.24,583.18,655.73
2014-12-28,929.77,946.95,998.36,701.15
2015-01-04,660.43,425.05,282.89,341.7
2015-01-11,583.54,478.98,500.62,550.71
2015-01-18,618.32,488.59,377.17,525.5
2015-01-25,746.79,694.48,568.3,511.67
2015-02-01,663.76,526.91,448.77,524.85
2015-02-08,643.39,580.04,1353.33,571.98
2015-02-15,660.24,463.86,433.92,558.48
2015-02-22,873.28,542.39,474.11,513.68
2015-03-01,1100.77,720.85,500.0,699.24
2015-03-08,1130.41,704.01,446.94,679.63
2015-03-15,895.88,183.72,183.92,182.04
2015-03-22,951.55,305.33,268.56,278.34
2015-03-29,1169.74,518.58,492.03,429.26
2015-04-05,746.18,825.96,366.38,721.11
2015-04-12,569.32,956.25,311.92,645.16
2015-04-19,352.34,392.3,476.88,563.11
2015-04-26,268.16,619.61,380.41,549.35
2015-05-03,239.71,424.29,436.73,511.94
2015-05-10,211.67,411.05,354.7,483.49
2015-05-17,223.36,321.06,291.04,433.98
2015-05-24,231.89,324.47,311.97,403.48
2015-05-31,198.4,417.23,397.92,393.33
2015-06-07,206.8,427.42,368.07,431.96
