Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-04-06,222.66,284.56,364.45,378.64
2014-04-13,213.52,256.08,426.47,313.52
2014-04-20,157.91,160.28,152.92,150.98
2014-04-27,190.71,251.2,360.59,325.2
2014-05-04,186.81,305.52,286.73,320.05
2014-05-11,190.65,235.9,348.72,299.34
2014-05-18,188.92,270.94,321.44,298.59
2014-05-25,175.16,208.99,247.47,272.83
2014-06-01,161.46,278.16,282.23,324.33
2014-06-08,240.8,333.58,384.52,449.16
2014-06-15,195.23,200.16,362.93,276.1
2014-06-22,192.67,230.97,276.27,270.31
2014-06-29,189.13,240.49,324.62,341.26
2014-07-06,177.84,222.03,254.13,320.42
2014-07-13,193.38,278.72,321.56,283.14
2014-07-20,172.01,223.4,217.08,235.07
2014-07-27,189.77,252.44,258.79,345.56
2014-08-03,186.97,248.03,292.4,270.07
2014-08-10,185.34,187.6,194.29,186.53
2014-08-17,186.6,193.3,199.42,237.49
2014-08-24,175.4,218.58,215.17,302.91
2014-08-31,180.78,274.54,319.34,291.42
2014-09-07,179.77,222.93,256.84,296.14
2014-09-14,212.95,275.8,323.09,387.42
2014-09-21,191.76,292.7,318.69,362.21
2014-09-28,194.73,237.84,286.67,301.23
2014-10-05,200.76,261.79,324.52,434.88
2014-10-12,204.94,308.56,314.87,495.39
2014-10-19,206.32,336.41,302.09,487.36
2014-10-26,199.41,330.84,503.38,415.65
2014-11-02,216.41,313.62,387.77,518.85
2014-11-09,212.46,350.05,483.67,460.54
2014-11-16,222.66,380.29,419.4,440.15
2014-11-23,220.27,332.24,350.96,500.64
2014-11-30,191.5,356.76,424.61,571.65
2014-12-07,181.65,352.05,409.44,474.11
2014-12-14,193.05,316.2,320.3,399.52
2014-12-21,171.32,293.57,366.19,462.57
2014-12-28,192.56,227.85,263.37,326.73
2015-01-04,223.2,300.92,418.41,386.83
2015-01-11,212.52,324.67,404.56,466.98
2015-01-18,191.89,288.38,345.56,446.23
2015-01-25,198.34,307.6,358.73,479.64
2015-02-01,207.56,308.22,347.87,438.65
2015-02-08,177.26,289.73,424.89,462.4
2015-02-15,200.0,248.08,228.48,324.79
2015-02-22,212.44,267.89,365.05,508.72
2015-03-01,183.2,291.17,415.34,461.06
2015-03-08,188.22,292.91,299.6,487.61
2015-03-15,210.07,337.19,347.54,431.65
2015-03-22,204.41,269.84,307.14,486.05
2015-03-29,188.53,266.13,395.65,421.47
2015-04-05,295.74,195.9,267.78,439.84
2015-04-12,195.53,246.43,243.12,352.19
2015-04-19,179.14,237.54,255.03,396.68
2015-04-26,197.6,260.38,239.25,400.27
2015-05-03,184.18,278.98,298.32,357.81
2015-05-10,219.76,244.72,348.1,386.69
2015-05-17,183.81,242.24,277.64,460.33
2015-05-24,169.4,254.91,234.2,358.3
