Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-04-20,200.93,389.22,340.75,356.99
2014-04-27,201.06,370.4,335.3,339.41
2014-05-04,201.54,367.39,338.81,326.06
2014-05-11,199.89,366.58,353.35,322.6
2014-05-18,199.99,356.93,360.89,330.91
2014-05-25,201.69,365.02,369.67,335.05
2014-06-01,202.55,360.56,373.11,332.25
2014-06-08,203.58,372.43,394.52,341.37
2014-06-15,206.11,375.6,400.91,348.23
2014-06-22,210.42,397.58,423.2,362.94
2014-06-29,217.62,413.67,439.51,369.97
2014-07-06,224.6,413.35,443.87,374.78
2014-07-13,228.37,415.55,446.04,375.63
2014-07-20,229.73,417.99,444.29,365.35
2014-07-27,229.07,413.27,435.81,368.64
2014-08-03,227.59,410.05,429.49,363.89
2014-08-10,224.46,395.89,424.24,363.39
2014-08-17,225.88,417.94,458.1,376.06
2014-08-24,223.86,432.07,480.07,377.31
2014-08-31,218.11,451.25,488.27,382.06
2014-09-07,213.02,463.03,489.58,401.29
2014-09-14,209.46,463.16,480.58,425.35
2014-09-21,207.52,463.16,474.67,440.19
2014-09-28,206.8,456.76,458.51,454.12
2014-10-05,210.01,476.33,470.09,485.91
2014-10-12,210.33,485.22,458.4,493.18
2014-10-19,210.03,466.19,433.96,506.56
2014-10-26,208.19,457.24,420.51,520.44
2014-11-02,207.38,448.78,413.23,527.58
2014-11-09,208.0,440.43,406.1,505.08
2014-11-16,209.13,456.34,409.55,500.39
2014-11-23,210.81,468.29,416.74,499.23
2014-11-30,212.28,491.04,442.17,505.66
2014-12-07,212.34,496.35,453.63,515.32
2014-12-14,211.77,503.76,464.41,525.1
2014-12-21,211.05,499.32,486.24,527.55
2014-12-28,210.36,499.99,490.22,531.59
2015-01-04,209.25,504.16,499.49,536.8
2015-01-11,206.54,516.26,497.03,541.3
2015-01-18,202.24,509.09,496.57,540.93
2015-01-25,198.11,476.68,478.88,532.12
2015-02-01,200.76,460.8,455.61,522.95
2015-02-08,226.59,452.23,449.99,500.22
2015-02-15,245.14,442.1,423.75,485.93
2015-02-22,242.65,437.58,409.26,476.89
2015-03-01,240.1,424.63,399.47,475.75
2015-03-08,238.46,407.53,403.24,468.2
2015-03-15,238.67,388.69,401.12,464.68
2015-03-22,239.41,384.33,400.14,473.65
2015-03-29,240.27,388.63,400.85,486.82
2015-04-05,223.03,389.45,389.96,490.67
2015-04-12,193.87,383.04,379.51,490.74
2015-04-19,185.31,373.73,365.59,489.14
2015-04-26,186.2,361.42,349.83,479.32
2015-05-03,186.72,370.54,345.93,478.76
2015-05-10,188.11,372.92,349.67,487.55
2015-05-17,188.73,374.08,351.73,492.52
2015-05-24,189.28,374.93,349.39,482.29
2015-05-31,189.97,378.04,347.68,474.54
