Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-04-13,180.03,478.74,347.26,326.5
2014-04-20,154.36,357.36,252.96,221.23
2014-04-27,144.28,408.27,496.84,322.52
2014-05-04,162.6,431.58,458.04,402.29
2014-05-11,175.72,524.26,370.41,280.56
2014-05-18,176.4,440.11,402.82,320.31
2014-05-25,176.48,323.18,465.27,298.0
2014-06-01,198.52,533.72,375.65,325.92
2014-06-08,175.97,489.9,242.35,500.74
2014-06-15,179.91,337.25,404.24,384.15
2014-06-22,180.32,358.23,402.63,339.13
2014-06-29,174.22,336.51,389.89,326.07
2014-07-06,177.56,443.55,488.01,396.37
2014-07-13,170.83,318.2,393.97,392.97
2014-07-20,198.12,370.48,415.14,307.71
2014-07-27,172.61,435.7,429.98,300.63
2014-08-03,166.46,427.06,264.95,343.75
2014-08-10,179.16,444.98,332.37,309.46
2014-08-17,173.51,427.19,347.37,392.81
2014-08-24,162.87,517.39,327.88,326.57
2014-08-31,171.86,487.85,434.7,374.97
2014-09-07,148.68,389.48,420.77,425.31
2014-09-14,179.74,522.31,420.27,348.54
2014-09-21,171.94,389.39,365.04,458.73
2014-09-28,169.38,472.43,490.63,382.37
2014-10-05,162.43,388.23,400.12,459.94
2014-10-12,151.83,454.2,579.1,503.97
2014-10-19,165.48,445.29,420.2,402.11
2014-10-26,151.05,191.22,264.26,292.57
2014-11-02,159.7,382.0,438.45,610.36
2014-11-09,151.96,339.45,432.35,731.6
2014-11-16,156.44,358.14,710.27,516.78
2014-11-23,172.61,386.52,446.2,650.24
2014-11-30,179.66,700.28,519.77,473.69
2014-12-07,166.19,514.17,434.6,702.4
2014-12-14,160.55,414.28,484.16,577.27
2014-12-21,189.47,394.85,421.81,634.83
2014-12-28,178.98,636.6,624.67,590.69
2015-01-04,169.94,438.04,593.23,353.59
2015-01-11,165.53,552.2,530.62,532.35
2015-01-18,162.81,470.01,483.61,621.21
2015-01-25,156.05,558.82,499.81,488.23
2015-02-01,159.97,563.96,516.45,567.13
2015-02-08,160.73,537.48,532.37,638.01
2015-02-15,177.69,511.13,515.49,566.48
2015-02-22,169.24,438.24,689.72,513.74
2015-03-01,153.8,400.2,309.7,642.18
2015-03-08,151.8,345.71,496.88,667.09
2015-03-15,157.47,408.33,339.45,436.97
2015-03-22,155.2,462.07,258.52,595.24
2015-03-29,155.29,517.02,559.56,463.16
2015-04-05,162.16,525.66,371.05,722.33
2015-04-12,165.86,493.04,387.38,597.37
2015-04-19,159.19,437.61,312.88,460.16
2015-04-26,161.62,438.04,374.59,539.51
2015-05-03,161.38,437.97,347.72,369.5
2015-05-10,177.18,492.8,336.02,437.97
2015-05-17,166.92,359.15,420.75,479.28
2015-05-24,159.63,343.63,382.38,526.89
2015-05-31,159.55,275.82,256.42,371.1
2015-06-07,165.65,371.13,364.17,531.48
