Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-03-23,291.7,,,
2014-03-30,284.63,,,
2014-04-06,275.27,442.73,598.07,626.65
2014-04-13,268.58,442.1,599.8,619.69
2014-04-20,266.09,440.93,590.68,605.51
2014-04-27,261.41,442.93,575.63,582.3
2014-05-04,259.9,439.93,569.74,568.46
2014-05-11,257.23,442.11,566.42,568.44
2014-05-18,256.45,439.58,570.89,571.84
2014-05-25,256.09,438.54,567.68,576.91
2014-06-01,255.57,445.33,547.0,572.91
2014-06-08,254.58,439.11,527.73,556.49
2014-06-15,249.31,425.46,494.05,537.36
2014-06-22,246.1,418.51,496.51,530.11
2014-06-29,249.17,422.59,526.59,546.0
2014-07-06,251.98,420.63,542.19,558.84
2014-07-13,254.04,412.99,544.0,568.85
2014-07-20,254.96,415.45,540.83,554.47
2014-07-27,256.35,417.72,546.68,553.08
2014-08-03,259.14,426.25,554.24,560.48
2014-08-10,260.3,425.9,549.37,550.64
2014-08-17,265.74,431.53,562.44,552.7
2014-08-24,268.77,436.11,565.75,556.3
2014-08-31,267.15,433.7,560.9,542.53
2014-09-07,269.54,437.82,548.81,538.62
2014-09-14,274.07,435.83,544.04,544.18
2014-09-21,278.05,431.45,550.34,557.39
2014-09-28,279.1,416.12,543.93,562.26
2014-10-05,283.21,413.21,563.61,580.07
2014-10-12,289.58,427.31,596.71,611.44
2014-10-19,299.65,426.09,616.0,620.22
2014-10-26,307.02,422.57,617.03,623.31
2014-11-02,312.28,420.43,625.03,623.97
2014-11-09,311.88,411.77,627.72,617.25
2014-11-16,310.66,407.65,624.89,596.3
2014-11-23,313.19,410.53,636.29,607.91
2014-11-30,315.02,411.61,644.62,605.34
2014-12-07,317.67,414.93,640.72,613.64
2014-12-14,318.67,419.4,642.91,631.23
2014-12-21,318.94,425.46,632.66,639.22
2014-12-28,315.89,425.83,645.96,651.04
2015-01-04,315.12,431.86,659.02,667.26
2015-01-11,317.25,439.59,670.53,678.05
2015-01-18,319.39,439.68,667.69,684.99
2015-01-25,317.26,432.2,648.72,671.29
2015-02-01,317.98,429.03,648.08,670.04
2015-02-08,316.47,420.08,628.4,651.25
2015-02-15,313.66,417.12,626.22,629.57
2015-02-22,309.38,412.71,607.45,615.95
2015-03-01,309.6,404.38,579.82,594.6
2015-03-08,308.65,396.23,541.15,578.15
2015-03-15,305.92,389.21,522.2,575.7
2015-03-22,303.94,394.61,530.36,574.87
2015-03-29,302.08,395.33,510.83,561.83
2015-04-05,301.82,400.37,504.61,561.03
2015-04-12,298.53,396.11,510.42,563.36
2015-04-19,302.86,395.36,522.09,574.55
2015-04-26,327.59,417.53,540.12,589.77
2015-05-03,358.87,443.8,572.85,605.79
2015-05-10,387.38,464.43,595.11,606.41
2015-05-17,425.62,487.53,626.98,609.03
2015-05-24,460.8,507.68,660.99,625.11
2015-05-31,483.8,518.17,681.76,632.18
2015-06-07,,,,
2015-06-14,,,,
