Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-03-23,,,,
2014-03-30,,,,
2014-04-06,246.16,638.46,803.23,472.15
2014-04-13,251.57,632.35,781.86,460.28
2014-04-20,258.11,637.16,742.12,441.07
2014-04-27,264.87,640.12,712.54,427.28
2014-05-04,266.17,685.33,717.01,397.9
2014-05-11,267.04,690.44,712.62,396.09
2014-05-18,278.17,673.17,710.08,399.0
2014-05-25,286.9,649.47,719.71,405.12
2014-06-01,291.5,594.38,739.98,413.29
2014-06-08,294.33,580.37,740.89,416.35
2014-06-15,296.78,558.38,738.81,426.26
2014-06-22,292.29,529.62,697.35,409.14
2014-06-29,286.72,487.79,656.88,401.63
2014-07-06,288.5,482.05,664.97,415.21
2014-07-13,279.1,519.0,687.36,422.77
2014-07-20,261.27,554.48,702.02,422.26
2014-07-27,253.85,578.09,692.17,417.23
2014-08-03,250.68,606.16,685.41,407.88
2014-08-10,248.44,609.16,710.94,408.17
2014-08-17,250.08,618.63,729.69,406.04
2014-08-24,259.85,641.9,757.26,438.62
2014-08-31,261.93,650.49,761.84,462.91
2014-09-07,258.71,623.65,716.3,469.95
2014-09-14,257.59,595.03,700.95,483.89
2014-09-21,259.07,574.73,714.1,501.95
2014-09-28,259.57,565.82,733.69,525.68
2014-10-05,255.79,544.1,694.34,540.15
2014-10-12,251.78,548.43,721.82,556.85
2014-10-19,246.5,568.0,746.86,578.85
2014-10-26,242.72,583.78,756.14,581.38
2014-11-02,244.58,576.86,779.87,588.03
2014-11-09,246.53,583.73,794.96,584.13
2014-11-16,246.86,582.36,797.69,590.53
2014-11-23,246.93,587.1,804.15,590.19
2014-11-30,251.25,601.02,842.71,726.46
2014-12-07,257.94,592.14,834.23,883.95
2014-12-14,261.73,572.04,804.17,912.4
2014-12-21,265.78,575.24,825.62,909.99
2014-12-28,270.81,593.4,833.53,891.9
2015-01-04,275.19,609.36,845.76,901.83
2015-01-11,281.52,602.07,859.28,915.5
2015-01-18,287.2,602.53,846.21,911.26
2015-01-25,290.29,625.85,833.66,871.12
2015-02-01,298.18,646.73,829.64,707.31
2015-02-08,455.08,827.19,989.02,744.23
2015-02-15,484.25,843.98,984.23,728.0
2015-02-22,487.01,842.72,991.19,732.81
2015-03-01,487.21,846.98,1004.63,732.79
2015-03-08,481.96,861.49,1011.41,718.03
2015-03-15,476.29,850.58,1020.32,706.14
2015-03-22,472.27,846.15,1032.69,693.37
2015-03-29,476.58,827.43,1032.4,688.98
2015-04-05,414.06,754.87,944.93,597.48
2015-04-12,294.48,670.02,870.43,527.27
2015-04-19,282.61,682.94,895.18,534.57
2015-04-26,274.11,668.27,849.29,514.15
2015-05-03,267.96,618.76,790.76,485.71
2015-05-10,,,,
2015-05-17,,,,
