Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-04-06,232.24,2346.5,926.51,553.34
2014-04-13,264.57,761.94,1026.73,384.56
2014-04-20,330.53,710.74,1687.19,790.78
2014-04-27,591.74,830.17,1113.34,770.23
2014-05-04,340.68,802.09,1287.54,449.44
2014-05-11,484.12,662.02,787.72,507.59
2014-05-18,834.94,592.33,995.8,642.54
2014-05-25,258.92,715.93,1140.07,492.6
2014-06-01,247.72,753.78,698.87,494.56
2014-06-08,444.72,784.35,1017.86,678.96
2014-06-15,448.87,449.15,493.07,482.63
2014-06-22,261.01,1003.2,657.46,454.31
2014-06-29,261.09,935.38,966.88,575.24
2014-07-06,248.53,489.09,403.56,282.42
2014-07-13,265.63,591.45,501.75,426.2
2014-07-20,279.89,687.84,731.05,527.81
2014-07-27,343.84,745.89,597.5,401.13
2014-08-03,313.05,739.46,728.59,557.32
2014-08-10,300.83,489.16,869.18,665.88
2014-08-17,265.94,850.46,891.46,646.39
2014-08-24,260.63,738.05,1118.96,479.72
2014-08-31,278.66,976.7,832.11,652.21
2014-09-07,310.49,740.4,700.73,599.42
2014-09-14,281.16,724.85,722.72,493.82
2014-09-21,271.56,634.91,833.28,572.32
2014-09-28,287.55,600.3,691.16,484.05
2014-10-05,320.63,841.23,794.44,643.79
2014-10-12,260.93,740.37,633.69,521.62
2014-10-19,259.04,717.94,963.34,629.0
2014-10-26,311.05,883.73,664.36,679.01
2014-11-02,241.92,671.96,778.12,616.47
2014-11-09,249.95,540.1,716.42,673.43
2014-11-16,261.57,719.67,1055.42,757.21
2014-11-23,255.4,578.01,838.85,620.74
2014-11-30,250.07,861.2,967.73,880.38
2014-12-07,269.76,954.13,867.62,940.0
2014-12-14,242.48,978.17,1169.87,1044.88
2014-12-21,252.42,1002.68,1551.81,1105.27
2014-12-28,375.69,1199.09,1363.32,979.6
2015-01-04,323.59,823.18,1173.58,1071.75
2015-01-11,263.15,891.77,911.04,935.6
2015-01-18,354.06,930.8,1064.85,1147.75
2015-01-25,290.07,651.6,1104.89,1214.93
2015-02-01,423.49,725.14,771.46,1131.81
2015-02-08,335.29,840.21,1240.34,933.06
2015-02-15,284.74,921.36,1049.89,1031.88
2015-02-22,235.48,761.9,1030.84,931.3
2015-03-01,241.8,846.47,777.3,849.38
2015-03-08,284.42,736.27,1037.02,774.61
2015-03-15,235.78,791.55,817.71,911.03
2015-03-22,240.01,754.26,1105.52,814.37
2015-03-29,274.91,686.63,1194.66,833.13
2015-04-05,230.54,944.35,1223.94,1066.12
2015-04-12,253.52,625.44,849.1,864.38
2015-04-19,251.68,726.44,727.0,745.29
2015-04-26,243.96,669.4,484.19,725.88
2015-05-03,257.9,521.39,648.52,564.79
