Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-03-23,,,,
2014-03-30,,,,
2014-04-06,167.98,241.54,340.61,290.37
2014-04-13,165.19,235.55,334.85,282.75
2014-04-20,171.14,243.91,332.86,275.24
2014-04-27,176.85,243.61,326.04,257.96
2014-05-04,178.09,257.52,342.88,249.91
2014-05-11,180.71,288.41,366.46,262.73
2014-05-18,184.35,328.34,390.82,273.04
2014-05-25,189.22,360.1,417.64,283.01
2014-06-01,192.73,369.32,441.71,289.02
2014-06-08,198.27,389.1,468.77,298.26
2014-06-15,200.88,394.86,489.9,305.51
2014-06-22,198.01,409.19,512.4,315.7
2014-06-29,201.92,412.96,516.48,325.81
2014-07-06,219.74,408.31,503.83,343.08
2014-07-13,238.52,417.67,496.28,351.3
2014-07-20,237.44,392.68,471.83,345.34
2014-07-27,236.62,397.16,470.14,345.78
2014-08-03,234.33,399.74,479.09,338.91
2014-08-10,231.68,389.9,469.35,337.35
2014-08-17,234.31,388.14,471.88,343.41
2014-08-24,230.67,383.09,486.44,350.63
2014-08-31,227.4,402.93,508.27,356.09
2014-09-07,199.27,387.16,544.35,336.31
2014-09-14,192.22,374.09,587.71,359.56
2014-09-21,192.27,384.74,624.54,391.68
2014-09-28,193.59,377.72,634.89,409.29
2014-10-05,195.28,380.26,645.62,428.21
2014-10-12,190.98,377.97,660.71,451.85
2014-10-19,186.8,384.56,675.37,463.49
2014-10-26,185.51,381.59,685.68,473.22
2014-11-02,183.16,377.79,670.04,485.95
2014-11-09,180.23,391.27,669.09,500.72
2014-11-16,177.93,394.11,694.41,501.44
2014-11-23,175.51,395.32,703.55,492.98
2014-11-30,172.86,399.1,697.36,498.05
2014-12-07,169.37,415.22,683.78,501.4
2014-12-14,168.72,409.43,689.14,504.18
2014-12-21,168.29,413.36,678.24,509.84
2014-12-28,166.71,415.51,710.89,531.33
2015-01-04,165.92,406.45,725.54,538.79
2015-01-11,165.89,412.06,699.1,521.66
2015-01-18,165.15,411.79,677.1,520.09
2015-01-25,165.93,418.67,673.38,524.92
2015-02-01,217.88,468.64,726.1,596.78
2015-02-08,374.92,611.95,845.41,702.81
2015-02-15,379.72,629.89,845.17,700.33
2015-02-22,380.2,640.8,846.75,690.07
2015-03-01,380.42,658.23,852.75,676.99
2015-03-08,381.18,649.1,903.9,681.99
2015-03-15,382.54,651.81,935.28,684.05
2015-03-22,384.59,644.35,927.77,693.4
2015-03-29,383.77,640.42,917.1,677.48
2015-04-05,248.16,511.0,803.93,535.27
2015-04-12,174.05,435.28,721.73,490.97
2015-04-19,177.27,414.9,713.47,480.69
2015-04-26,177.97,394.28,661.03,463.39
2015-05-03,176.13,377.75,612.65,434.16
2015-05-10,173.84,383.73,512.76,422.66
2015-05-17,171.01,371.58,465.57,407.86
2015-05-24,168.8,365.74,458.29,388.33
2015-05-31,,,,
2015-06-07,,,,
