Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-03-23,,,,
2014-03-30,,,,
2014-04-06,268.58,462.51,489.54,740.9
2014-04-13,270.72,460.73,495.49,722.27
2014-04-20,259.59,479.92,523.59,735.87
2014-04-27,239.15,499.58,570.12,771.49
2014-05-04,221.43,536.81,625.74,807.72
2014-05-11,216.53,489.62,595.32,789.55
2014-05-18,217.65,478.32,591.49,790.73
2014-05-25,221.39,489.17,616.29,806.2
2014-06-01,223.51,506.84,623.48,807.81
2014-06-08,223.63,515.71,614.03,785.55
2014-06-15,222.64,510.54,609.89,782.84
2014-06-22,222.88,499.69,611.18,774.08
2014-06-29,223.1,483.3,573.1,773.74
2014-07-06,224.32,493.49,543.62,764.36
2014-07-13,225.24,494.35,536.55,771.63
2014-07-20,226.32,481.29,508.89,730.05
2014-07-27,222.83,461.62,475.89,668.3
2014-08-03,220.61,467.71,509.55,666.07
2014-08-10,220.39,463.99,492.23,666.85
2014-08-17,227.04,471.36,490.54,713.88
2014-08-24,223.8,489.56,514.1,755.15
2014-08-31,218.86,472.56,528.7,745.34
2014-09-07,215.67,461.64,558.78,762.66
2014-09-14,215.3,469.05,575.68,772.28
2014-09-21,215.12,498.72,598.46,866.16
2014-09-28,215.65,531.43,571.7,932.72
2014-10-05,211.66,544.1,583.2,942.57
2014-10-12,203.66,565.19,606.81,974.32
2014-10-19,197.49,557.84,576.61,975.0
2014-10-26,200.38,560.96,557.79,991.99
2014-11-02,206.41,575.36,564.36,1063.61
2014-11-09,205.4,578.47,567.85,1067.81
2014-11-16,206.37,589.03,594.18,1082.69
2014-11-23,205.97,582.56,649.12,1055.97
2014-11-30,208.63,631.25,771.97,1131.16
2014-12-07,216.61,654.76,812.79,1153.38
2014-12-14,216.85,660.64,828.02,1148.33
2014-12-21,217.92,659.98,839.92,1172.66
2014-12-28,215.19,656.88,827.57,1183.81
2015-01-04,211.39,681.44,825.45,1197.93
2015-01-11,210.03,682.14,813.27,1228.17
2015-01-18,210.35,690.77,793.62,1245.31
2015-01-25,209.58,690.2,727.13,1250.45
2015-02-01,208.34,618.21,582.73,1192.18
2015-02-08,203.9,619.68,556.92,1200.63
2015-02-15,208.21,620.73,536.76,1213.86
2015-02-22,210.13,644.32,508.85,1207.0
2015-03-01,215.29,670.62,472.32,1172.35
2015-03-08,236.08,684.11,494.41,1164.95
2015-03-15,255.54,667.11,465.27,1112.13
2015-03-22,253.59,648.01,457.13,1083.35
2015-03-29,251.49,652.32,465.36,1046.82
2015-04-05,247.59,655.5,467.33,1017.99
2015-04-12,243.95,645.09,477.56,963.35
2015-04-19,238.91,612.8,541.25,918.59
2015-04-26,235.32,554.53,559.17,874.26
2015-05-03,231.74,529.76,547.57,842.83
2015-05-10,199.21,515.14,531.6,842.05
2015-05-17,193.42,537.8,503.27,856.95
2015-05-24,196.85,564.44,484.82,845.57
2015-05-31,197.72,558.42,498.09,832.34
2015-06-07,200.59,551.13,497.2,826.7
2015-06-14,,,,
2015-06-21,,,,
