Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-04-06,1186.04,716.21,500.7,530.39
2014-04-13,1173.98,687.29,479.08,511.0
2014-04-20,1080.38,616.38,449.2,471.65
2014-04-27,1069.47,566.56,433.66,444.35
2014-05-04,1089.39,536.89,430.6,439.47
2014-05-11,1117.04,529.13,426.59,438.93
2014-05-18,1114.17,525.68,416.59,424.6
2014-05-25,1080.67,498.52,403.13,407.37
2014-06-01,1050.6,466.3,393.85,387.46
2014-06-08,1031.45,451.84,391.24,372.23
2014-06-15,1080.07,459.17,414.96,377.35
2014-06-22,1155.07,463.66,427.36,371.52
2014-06-29,1080.38,428.44,402.37,346.86
2014-07-06,1020.67,427.65,387.08,349.59
2014-07-13,999.2,441.92,386.85,355.72
2014-07-20,990.8,450.11,390.83,353.15
2014-07-27,991.53,468.29,390.49,353.56
2014-08-03,979.83,473.63,382.1,354.55
2014-08-10,929.94,488.76,370.85,359.69
2014-08-17,900.64,499.56,373.98,368.57
2014-08-24,900.28,520.84,387.57,383.15
2014-08-31,973.13,556.41,404.94,399.44
2014-09-07,954.9,548.21,412.47,367.76
2014-09-14,931.25,591.16,422.2,379.04
2014-09-21,915.37,627.48,426.33,394.79
2014-09-28,889.17,660.68,436.81,423.33
2014-10-05,834.76,640.63,429.58,418.84
2014-10-12,838.13,682.9,450.71,441.67
2014-10-19,847.16,732.53,478.58,470.9
2014-10-26,868.74,764.17,501.36,501.15
2014-11-02,889.46,792.18,515.37,523.86
2014-11-09,924.87,793.76,502.52,538.8
2014-11-16,969.1,810.78,512.58,561.24
2014-11-23,1010.65,809.36,531.69,566.12
2014-11-30,1085.18,842.48,553.96,587.75
2014-12-07,1191.27,896.47,579.15,612.54
2014-12-14,1157.02,854.12,545.67,594.15
2014-12-21,1160.86,838.96,530.91,588.3
2014-12-28,1171.61,841.6,522.41,585.04
2015-01-04,1181.35,845.41,531.74,592.47
2015-01-11,1175.97,848.66,534.36,596.49
2015-01-18,1167.43,826.15,528.62,598.33
2015-01-25,1171.2,842.39,517.44,602.78
2015-02-01,1151.82,839.42,502.19,599.21
2015-02-08,1134.94,814.17,494.06,591.51
2015-02-15,1155.09,819.01,490.46,594.81
2015-02-22,1149.8,818.83,479.77,593.66
2015-03-01,1140.51,836.5,475.53,594.84
2015-03-08,1120.98,859.98,475.37,584.7
2015-03-15,1063.69,849.22,472.55,569.69
2015-03-22,980.41,859.27,449.42,546.2
2015-03-29,920.65,889.66,437.66,530.4
2015-04-05,884.67,946.09,444.47,523.06
2015-04-12,859.84,1017.99,459.52,521.23
