Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-04-13,249.23,775.61,759.28,351.37
2014-04-20,239.31,815.64,767.83,348.28
2014-04-27,240.72,858.33,774.85,338.74
2014-05-04,243.45,854.51,778.84,330.53
2014-05-11,239.95,878.41,791.16,327.22
2014-05-18,234.2,889.71,795.62,329.27
2014-05-25,238.1,881.94,809.05,342.13
2014-06-01,246.19,918.34,800.71,344.87
2014-06-08,252.91,918.36,787.45,344.0
2014-06-15,253.58,930.48,785.66,343.65
2014-06-22,245.94,906.06,788.38,337.81
2014-06-29,234.71,925.53,800.4,327.0
2014-07-06,227.19,968.09,796.27,309.98
2014-07-13,228.09,966.24,778.01,291.49
2014-07-20,231.55,957.09,782.75,295.12
2014-07-27,342.39,1014.52,856.21,413.96
2014-08-03,448.44,1053.19,913.83,503.14
2014-08-10,451.67,999.48,890.71,510.71
2014-08-17,457.78,958.4,875.23,515.07
2014-08-24,456.8,902.48,851.97,531.07
2014-08-31,460.54,847.72,834.01,546.43
2014-09-07,471.07,795.61,821.85,564.4
2014-09-14,471.91,738.12,801.72,587.64
2014-09-21,436.3,663.76,736.05,563.13
2014-09-28,305.24,541.14,644.48,474.31
2014-10-05,272.3,489.01,610.83,472.3
2014-10-12,264.01,480.82,615.27,499.56
2014-10-19,270.97,463.74,591.69,532.34
2014-10-26,275.79,450.67,567.66,570.01
2014-11-02,277.94,418.36,553.83,594.53
2014-11-09,271.14,403.77,550.51,615.86
2014-11-16,280.92,403.41,549.2,616.74
2014-11-23,292.98,396.04,520.45,608.7
2014-11-30,267.55,382.48,558.9,573.2
2014-12-07,263.95,369.64,604.69,553.13
2014-12-14,262.88,339.82,581.51,531.51
2014-12-21,267.59,345.34,583.08,518.17
2014-12-28,304.27,365.85,602.12,538.7
2015-01-04,308.19,383.78,608.21,540.24
2015-01-11,312.74,388.84,602.29,550.06
2015-01-18,306.49,388.05,613.53,566.25
2015-01-25,304.12,397.78,616.17,564.35
2015-02-01,302.86,411.31,558.42,589.86
2015-02-08,339.06,463.2,582.16,647.05
2015-02-15,413.24,516.37,651.77,725.93
2015-02-22,447.79,564.13,673.32,760.54
2015-03-01,495.74,605.99,699.16,783.56
2015-03-08,561.77,656.68,733.86,812.5
2015-03-15,596.78,743.15,799.09,798.2
2015-03-22,599.92,783.56,847.46,778.02
2015-03-29,604.49,820.58,893.38,760.82
2015-04-05,600.62,856.28,929.0,724.48
2015-04-12,549.43,840.33,904.55,647.09
2015-04-19,493.73,836.14,879.91,536.91
2015-04-26,442.59,805.51,870.14,462.51
2015-05-03,375.86,790.1,870.39,393.75
2015-05-10,331.47,770.73,898.89,379.24
2015-05-17,470.56,862.11,977.57,529.17
2015-05-24,644.45,990.74,1075.05,692.77
2015-05-31,822.92,1101.59,1166.29,851.65
2015-06-07,926.64,1161.84,1218.68,946.26
