Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-04-06,1155.07,627.4,459.54,437.92
2014-04-13,1102.77,506.12,486.13,516.07
2014-04-20,1348.61,621.06,544.01,458.68
2014-04-27,1203.74,638.48,472.81,506.94
2014-05-04,1339.34,573.74,443.8,475.02
2014-05-11,865.05,377.29,295.38,321.87
2014-05-18,442.91,338.49,260.8,342.43
2014-05-25,1145.6,538.49,487.88,411.06
2014-06-01,1269.83,635.96,446.49,491.72
2014-06-08,1339.95,527.3,421.08,458.16
2014-06-15,1080.43,454.16,364.27,324.8
2014-06-22,993.8,332.17,379.06,322.21
2014-06-29,1046.57,478.35,441.14,355.57
2014-07-06,1206.54,393.09,462.24,345.02
2014-07-13,1077.42,411.32,425.97,294.6
2014-07-20,1240.07,383.96,409.22,301.29
2014-07-27,200.09,199.83,202.09,216.43
2014-08-03,1146.9,873.79,371.46,682.79
2014-08-10,993.57,458.9,423.07,343.26
2014-08-17,998.27,526.06,421.9,307.78
2014-08-24,1063.44,488.1,369.86,313.48
2014-08-31,863.95,484.37,342.34,349.92
2014-09-07,697.57,523.22,384.14,436.75
2014-09-14,1007.09,573.58,512.35,359.85
2014-09-21,1009.73,560.32,433.45,414.97
2014-09-28,1009.0,581.1,361.4,378.44
2014-10-05,866.07,792.75,567.46,420.95
2014-10-12,853.96,781.08,359.97,391.93
2014-10-19,896.77,945.73,532.43,505.62
2014-10-26,720.39,613.18,414.41,538.68
2014-11-02,318.23,388.09,278.8,359.27
2014-11-09,1055.15,1015.88,683.89,682.4
2014-11-16,996.74,903.77,695.83,599.8
2014-11-23,1235.61,833.85,631.33,655.39
2014-11-30,1186.74,822.36,426.52,524.13
2014-12-07,1175.38,886.44,421.72,607.62
2014-12-14,1221.45,991.4,568.01,582.9
2014-12-21,1243.04,818.06,708.39,643.87
2014-12-28,1239.19,893.01,541.23,608.41
2015-01-04,1280.41,1006.09,597.03,675.74
2015-01-11,665.54,477.01,360.8,429.11
2015-01-18,1195.75,834.02,552.57,601.82
2015-01-25,1378.62,862.49,500.52,556.45
2015-02-01,1219.73,864.11,564.92,679.9
2015-02-08,1077.72,888.59,375.28,574.86
2015-02-15,1269.69,804.98,614.1,618.34
2015-02-22,1190.41,936.43,527.28,678.4
2015-03-01,1030.27,786.29,379.9,525.43
2015-03-08,960.38,631.06,436.18,481.41
2015-03-15,1082.89,759.08,426.74,611.23
2015-03-22,1242.01,899.92,480.26,611.81
2015-03-29,1201.21,1000.25,492.6,586.31
2015-04-05,861.77,1073.3,523.87,554.69
2015-04-12,587.98,687.0,363.37,373.96
