Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-03-16,109.15,626.17,709.27,619.65
2014-03-23,122.09,709.7,379.82,547.15
2014-03-30,116.36,463.76,529.17,347.99
2014-04-06,119.41,611.74,387.59,381.27
2014-04-13,128.32,486.73,505.22,425.46
2014-04-20,128.49,461.15,389.45,218.08
2014-04-27,115.88,449.75,428.21,676.3
2014-05-04,167.35,722.72,285.27,285.89
2014-05-11,110.65,713.48,559.2,337.53
2014-05-18,159.41,562.87,334.49,346.49
2014-05-25,134.17,662.94,390.64,540.81
2014-06-01,143.49,522.19,375.66,723.04
2014-06-08,119.95,465.24,233.84,386.41
2014-06-15,168.7,529.64,776.74,358.92
2014-06-22,118.49,534.35,441.38,363.02
2014-06-29,174.51,346.09,429.99,486.39
2014-07-06,343.88,534.61,519.99,445.77
2014-07-13,139.39,527.55,366.49,557.4
2014-07-20,129.17,433.31,362.27,303.65
2014-07-27,138.05,592.79,348.82,347.24
2014-08-03,126.66,223.94,249.28,248.91
2014-08-10,146.86,498.29,317.19,368.48
2014-08-17,131.33,576.06,654.87,308.99
2014-08-24,123.4,438.15,323.66,170.56
2014-08-31,106.71,104.49,101.18,106.86
2014-09-07,124.28,493.32,480.76,496.3
2014-09-14,108.88,392.51,389.28,241.8
2014-09-21,120.25,787.35,632.12,410.06
2014-09-28,135.59,593.96,504.94,672.19
2014-10-05,133.5,540.16,309.96,563.62
2014-10-12,176.78,562.86,693.62,661.43
2014-10-19,138.17,592.0,666.74,554.4
2014-10-26,154.34,606.8,560.95,522.08
2014-11-02,171.61,531.56,452.89,555.42
2014-11-09,169.41,339.1,349.78,708.94
2014-11-16,153.0,560.32,456.67,458.26
2014-11-23,123.76,538.1,635.43,452.84
2014-11-30,141.57,678.46,901.67,502.02
2014-12-07,274.79,1013.51,865.77,780.24
2014-12-14,354.2,894.78,853.93,834.17
2014-12-21,343.33,918.37,737.58,705.0
2014-12-28,423.24,1006.23,927.87,1073.42
2015-01-04,332.19,551.17,356.85,834.17
2015-01-11,683.54,1049.75,737.01,989.88
2015-01-18,265.75,725.71,539.58,908.6
2015-01-25,454.28,909.42,810.58,1101.37
2015-02-01,308.63,721.98,753.64,1041.75
2015-02-08,328.45,874.6,1125.45,927.37
2015-02-15,291.46,822.46,984.27,576.68
2015-02-22,148.13,296.64,275.27,267.71
2015-03-01,260.74,739.66,638.22,608.89
2015-03-08,169.4,539.98,642.97,464.18
2015-03-15,171.59,644.12,479.26,676.37
2015-03-22,224.0,824.48,655.74,368.4
2015-03-29,325.56,750.63,490.52,432.82
2015-04-05,142.18,531.92,585.9,867.06
2015-04-12,519.65,677.02,681.79,1172.73
2015-04-19,246.62,627.15,528.68,604.81
2015-04-26,121.86,566.91,431.52,476.01
2015-05-03,197.99,789.58,787.9,562.82
