Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-07-06,164.45,1323.67,933.25,249.05
2014-07-13,177.61,1459.48,953.63,199.97
2014-07-20,143.36,1266.68,938.09,171.52
2014-07-27,165.47,1459.26,1061.52,274.37
2014-08-03,241.79,1296.01,842.0,281.48
2014-08-10,125.62,1252.2,817.17,129.19
2014-08-17,146.44,1287.61,853.97,232.97
2014-08-24,185.62,1204.0,780.94,233.22
2014-08-31,200.18,772.06,577.81,285.0
2014-09-07,235.7,638.82,657.52,223.28
2014-09-14,144.58,1192.61,671.46,308.21
2014-09-21,510.51,740.02,579.78,497.27
2014-09-28,238.71,899.8,467.7,273.43
2014-10-05,150.01,689.09,598.22,159.63
2014-10-12,185.78,500.52,622.25,229.32
2014-10-19,191.48,384.22,448.18,229.98
2014-10-26,155.13,449.65,406.34,167.03
2014-11-02,131.72,437.73,357.41,161.99
2014-11-09,138.35,460.58,313.03,217.27
2014-11-16,150.65,256.56,282.42,303.27
2014-11-23,168.62,250.26,320.4,174.87
2014-11-30,170.72,274.44,238.77,201.1
2014-12-07,146.76,270.99,264.59,286.67
2014-12-14,120.85,291.34,199.2,136.62
2014-12-21,190.51,333.03,250.38,260.32
2014-12-28,139.38,227.41,201.59,111.62
2015-01-04,201.38,291.84,360.52,458.54
2015-01-11,183.25,267.08,236.09,171.0
2015-01-18,145.23,393.7,318.19,159.52
2015-01-25,129.79,344.67,384.09,148.85
2015-02-01,128.03,285.76,290.2,329.88
2015-02-08,115.92,367.12,399.65,375.18
2015-02-15,173.96,284.93,293.89,457.24
2015-02-22,192.69,546.79,397.22,247.86
2015-03-01,174.16,635.59,480.15,303.71
2015-03-08,136.78,764.75,545.66,261.67
2015-03-15,149.47,637.92,454.15,138.82
2015-03-22,143.22,508.71,457.08,212.97
2015-03-29,158.55,663.78,568.46,239.22
2015-04-05,255.57,1052.69,899.62,242.29
2015-04-12,209.32,1369.82,1092.8,271.73
2015-04-19,155.45,989.26,1053.28,239.82
2015-04-26,169.05,1110.29,1099.16,231.72
2015-05-03,158.87,1041.95,1048.33,225.59
2015-05-10,156.26,1026.54,881.5,274.85
2015-05-17,167.49,1015.9,798.59,300.45
2015-05-24,163.5,783.91,850.45,326.87
2015-05-31,173.4,866.27,1068.18,216.86
