Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-03-23,,,,
2014-03-30,,,,
2014-04-06,162.33,764.41,743.26,623.85
2014-04-13,162.7,751.8,730.16,611.26
2014-04-20,163.3,721.28,707.24,589.13
2014-04-27,165.35,676.71,669.47,550.64
2014-05-04,165.86,630.87,626.79,527.25
2014-05-11,165.39,588.47,623.08,522.25
2014-05-18,167.32,548.16,610.85,516.57
2014-05-25,169.86,555.15,622.96,528.26
2014-06-01,171.87,558.78,598.27,500.05
2014-06-08,173.84,557.94,573.11,474.0
2014-06-15,176.47,538.45,540.59,460.96
2014-06-22,177.87,503.65,509.78,433.42
2014-06-29,179.92,473.87,475.64,405.3
2014-07-06,182.7,479.93,474.34,380.64
2014-07-13,181.71,457.51,447.95,371.2
2014-07-20,180.74,443.43,461.18,380.43
2014-07-27,178.43,426.29,468.79,379.63
2014-08-03,175.59,402.21,479.31,370.43
2014-08-10,172.55,378.8,480.17,376.07
2014-08-17,171.9,385.42,510.5,399.5
2014-08-24,170.26,424.56,566.34,443.41
2014-08-31,166.47,449.8,616.13,465.81
2014-09-07,164.91,452.25,627.19,484.81
2014-09-14,162.37,452.6,649.03,523.81
2014-09-21,161.04,449.59,681.21,570.55
2014-09-28,161.08,459.73,688.18,624.01
2014-10-05,164.05,466.88,685.92,666.44
2014-10-12,164.91,497.37,724.05,706.05
2014-10-19,163.44,518.14,786.74,731.34
2014-10-26,162.06,518.39,812.99,759.23
2014-11-02,161.0,528.2,847.22,804.76
2014-11-09,160.38,539.49,894.54,827.66
2014-11-16,159.41,568.73,943.86,815.99
2014-11-23,158.48,602.7,990.62,796.91
2014-11-30,157.66,651.54,1095.13,843.64
2014-12-07,152.77,673.27,1132.07,857.78
2014-12-14,151.35,675.05,1121.39,868.78
2014-12-21,150.53,656.94,1099.77,898.06
2014-12-28,148.9,650.42,1106.39,916.74
2015-01-04,148.77,654.99,1109.2,917.89
2015-01-11,148.66,656.46,1099.64,925.29
2015-01-18,148.31,631.91,1035.56,958.26
2015-01-25,147.43,582.85,956.32,964.04
2015-02-01,147.26,560.02,897.94,928.35
2015-02-08,146.91,590.02,863.96,905.91
2015-02-15,146.38,597.72,852.32,867.02
2015-02-22,146.31,601.56,837.34,844.22
2015-03-01,146.29,599.54,783.79,841.08
2015-03-08,145.65,573.23,737.06,846.78
2015-03-15,145.61,549.51,668.85,840.04
2015-03-22,145.0,550.42,668.19,819.8
2015-03-29,144.65,573.21,654.39,797.31
2015-04-05,143.72,544.83,615.36,793.12
2015-04-12,143.81,508.49,595.61,813.54
2015-04-19,144.4,525.9,591.28,836.2
2015-04-26,144.61,512.89,554.77,831.84
2015-05-03,146.0,513.57,548.89,801.25
2015-05-10,149.06,532.54,557.41,769.69
2015-05-17,150.77,537.41,545.49,734.96
2015-05-24,153.82,527.53,519.17,710.52
2015-05-31,157.99,514.59,519.39,702.67
2015-06-07,160.91,510.11,517.26,697.32
2015-06-14,,,,
2015-06-21,,,,
