Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-02-16,,,,
2014-02-23,,,,
2014-03-02,,,,
2014-03-09,489.44,585.3,635.84,896.99
2014-03-16,474.85,571.21,632.63,866.42
2014-03-23,458.51,573.88,613.97,864.19
2014-03-30,451.46,602.13,630.05,847.25
2014-04-06,468.05,604.26,646.35,824.64
2014-04-13,443.39,611.26,656.41,781.21
2014-04-20,431.68,601.9,661.7,765.8
2014-04-27,427.59,591.1,658.49,755.61
2014-05-04,437.57,587.64,683.1,742.34
2014-05-11,434.25,578.67,687.84,737.96
2014-05-18,435.13,572.91,679.68,720.33
2014-05-25,434.96,544.53,670.87,706.47
2014-06-01,418.86,525.55,655.02,687.49
2014-06-08,410.21,511.11,644.97,679.47
2014-06-15,404.77,491.8,632.79,657.36
2014-06-22,401.54,484.95,608.26,618.36
2014-06-29,389.7,455.6,563.54,559.5
2014-07-06,368.13,416.49,506.43,509.25
2014-07-13,349.5,395.81,464.13,476.74
2014-07-20,340.78,404.67,468.47,475.97
2014-07-27,336.75,412.46,478.65,476.82
2014-08-03,330.49,411.02,478.58,473.34
2014-08-10,326.7,407.71,479.92,481.4
2014-08-17,323.48,405.52,487.19,512.87
2014-08-24,322.35,417.16,506.55,554.03
2014-08-31,329.56,435.44,538.3,600.57
2014-09-07,349.81,457.91,564.92,656.4
2014-09-14,365.6,481.75,579.1,703.55
2014-09-21,379.63,486.98,580.25,726.6
2014-09-28,390.95,490.07,583.5,741.97
2014-10-05,396.21,499.43,579.34,763.56
2014-10-12,404.17,552.47,583.74,757.34
2014-10-19,403.05,569.83,588.92,771.01
2014-10-26,412.5,574.09,591.07,772.55
2014-11-02,437.69,584.73,615.67,828.4
2014-11-09,457.69,592.09,651.3,829.88
2014-11-16,457.62,583.46,668.64,829.82
2014-11-23,460.9,592.56,668.37,817.38
2014-11-30,472.95,620.44,691.43,805.36
2014-12-07,492.13,619.23,750.05,799.2
2014-12-14,502.11,584.95,745.62,792.22
2014-12-21,514.14,604.0,752.16,817.38
2014-12-28,499.76,606.94,749.26,811.95
2015-01-04,496.42,618.65,739.67,800.0
2015-01-11,488.54,620.42,734.4,786.87
2015-01-18,510.63,621.47,705.54,805.91
2015-01-25,501.87,609.89,700.99,806.01
2015-02-01,495.73,594.67,670.6,824.42
2015-02-08,479.8,586.25,630.61,841.73
2015-02-15,478.9,578.39,626.94,841.63
2015-02-22,476.79,564.8,629.01,837.48
2015-03-01,457.75,553.74,613.76,839.66
2015-03-08,434.95,538.85,605.78,836.78
2015-03-15,410.68,511.96,572.53,795.59
2015-03-22,368.73,486.82,555.88,751.39
2015-03-29,349.28,451.33,513.16,713.91
2015-04-05,325.92,426.06,484.34,657.94
2015-04-12,308.08,390.37,459.08,618.51
2015-04-19,284.03,362.8,415.2,593.85
2015-04-26,260.2,343.13,381.69,532.47
2015-05-03,238.8,309.19,344.15,459.32
2015-05-10,230.93,296.49,323.79,412.51
2015-05-17,229.27,289.06,315.82,405.89
2015-05-24,227.1,285.31,300.57,392.24
2015-05-31,229.19,281.69,294.65,390.22
2015-06-07,230.77,279.87,292.9,398.07
2015-06-14,,,,
2015-06-21,,,,
