Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-04-13,157.76,435.29,411.19,371.95
2014-04-20,161.24,436.01,399.92,355.13
2014-04-27,164.03,435.01,392.89,336.33
2014-05-04,167.72,441.72,399.28,315.4
2014-05-11,171.3,440.85,387.09,331.28
2014-05-18,171.58,430.02,380.78,338.0
2014-05-25,174.61,432.44,403.85,357.31
2014-06-01,178.38,427.67,386.53,350.37
2014-06-08,179.16,417.91,387.9,354.08
2014-06-15,179.67,402.12,393.8,363.66
2014-06-22,181.14,387.89,397.4,365.42
2014-06-29,181.68,396.09,391.83,365.88
2014-07-06,178.03,387.4,388.57,356.3
2014-07-13,177.09,383.48,395.92,344.69
2014-07-20,177.05,395.75,385.12,342.95
2014-07-27,175.42,412.06,380.46,342.67
2014-08-03,174.78,425.46,381.13,345.75
2014-08-10,172.23,427.1,375.87,348.11
2014-08-17,171.38,441.39,369.27,348.43
2014-08-24,169.35,452.65,366.92,358.2
2014-08-31,169.93,453.8,370.82,372.37
2014-09-07,168.64,450.05,392.87,388.06
2014-09-14,165.99,444.15,411.05,405.87
2014-09-21,164.53,444.11,431.3,415.86
2014-09-28,163.63,421.77,420.54,404.29
2014-10-05,162.6,406.89,414.44,426.46
2014-10-12,162.4,401.35,429.53,464.12
2014-10-19,160.01,384.92,459.93,486.49
2014-10-26,158.86,376.55,473.79,508.92
2014-11-02,160.91,392.9,468.32,515.84
2014-11-09,161.89,413.75,472.9,536.37
2014-11-16,163.25,418.17,461.68,550.56
2014-11-23,166.01,416.08,469.01,584.26
2014-11-30,168.68,456.98,495.4,607.85
2014-12-07,169.91,470.46,521.57,576.92
2014-12-14,171.53,490.09,508.33,563.18
2014-12-21,172.16,504.32,500.6,564.61
2014-12-28,169.77,515.27,508.92,559.31
2015-01-04,167.87,508.16,509.54,558.26
2015-01-11,167.48,508.74,517.7,551.23
2015-01-18,166.85,518.24,520.59,555.58
2015-01-25,166.12,513.74,539.16,538.34
2015-02-01,164.34,497.8,525.77,558.37
2015-02-08,162.2,485.74,503.46,580.67
2015-02-15,160.91,476.62,496.25,571.26
2015-02-22,160.45,469.39,469.41,572.46
2015-03-01,160.43,456.95,452.37,572.33
2015-03-08,160.43,459.68,458.43,572.31
2015-03-15,160.5,455.93,440.85,579.73
2015-03-22,158.8,453.68,417.42,570.16
2015-03-29,157.95,450.49,385.95,570.07
2015-04-05,158.93,457.09,384.17,538.86
2015-04-12,161.12,467.38,373.09,518.97
2015-04-19,162.89,463.47,375.96,512.14
2015-04-26,163.59,451.85,391.46,512.1
2015-05-03,163.13,425.01,364.02,502.72
2015-05-10,164.05,404.65,357.01,475.42
2015-05-17,164.47,394.62,370.97,478.74
2015-05-24,165.71,393.67,391.97,488.38
2015-05-31,167.4,384.86,390.12,494.57
2015-06-07,170.47,379.24,389.5,503.6
