Time,Rango 00-06,Rango 06-12,Rango 12-18,Rango 18-00
2014-04-20,205.9,386.91,447.97,376.25
2014-04-27,205.27,464.74,371.31,330.32
2014-05-04,202.99,365.73,308.52,312.17
2014-05-11,186.34,351.2,318.38,300.11
2014-05-18,182.01,215.86,222.8,244.1
2014-05-25,193.98,235.11,246.92,305.47
2014-06-01,208.03,437.87,424.09,346.98
2014-06-08,209.71,359.58,476.32,365.0
2014-06-15,216.62,422.32,455.37,463.06
2014-06-22,216.52,484.49,523.64,353.91
2014-06-29,209.87,397.97,404.14,309.17
2014-07-06,209.65,429.23,461.2,375.45
2014-07-13,204.07,329.88,313.67,360.25
2014-07-20,235.16,473.72,495.02,370.09
2014-07-27,265.42,390.47,450.54,390.0
2014-08-03,266.77,436.65,452.41,378.46
2014-08-10,229.06,423.46,465.37,357.76
2014-08-17,221.84,407.5,434.31,396.94
2014-08-24,211.48,438.69,459.98,362.2
2014-08-31,185.23,316.82,262.59,227.19
2014-09-07,194.24,373.36,550.75,455.9
2014-09-14,216.62,574.81,662.65,451.99
2014-09-21,227.2,540.5,590.2,374.79
2014-09-28,217.89,575.6,527.48,447.63
2014-10-05,208.52,472.01,418.0,613.04
2014-10-12,204.51,435.36,402.38,544.19
2014-10-19,203.05,432.65,355.82,491.21
2014-10-26,201.51,342.68,263.97,468.85
2014-11-02,210.55,468.24,444.24,553.89
2014-11-09,202.05,513.67,464.7,488.91
2014-11-16,220.16,447.24,450.8,562.8
2014-11-23,209.35,431.0,493.86,500.27
2014-11-30,211.57,516.86,406.32,490.88
2014-12-07,208.62,355.26,399.45,448.1
2014-12-14,216.28,606.72,393.85,486.45
2014-12-21,216.25,584.71,416.18,485.86
2014-12-28,214.9,543.15,615.52,581.54
2015-01-04,209.48,495.28,477.84,641.85
2015-01-11,204.16,530.35,579.21,547.4
2015-01-18,206.56,390.14,624.11,580.35
2015-01-25,202.39,528.73,516.71,546.38
2015-02-01,200.63,467.25,411.01,460.86
2015-02-08,180.7,545.42,394.71,517.34
2015-02-15,182.98,463.94,361.98,460.93
2015-02-22,178.93,280.1,255.32,436.43
2015-03-01,296.35,447.42,446.02,489.46
2015-03-08,445.0,445.0,445.0,445.0
2015-03-15,292.92,348.32,335.94,447.85
2015-03-22,179.52,439.37,543.1,509.05
2015-03-29,183.83,376.65,423.68,524.33
2015-04-05,179.28,364.54,448.31,402.97
2015-04-12,187.48,347.78,340.56,489.97
2015-04-19,190.21,386.7,307.04,516.5
2015-04-26,185.57,342.06,349.8,572.06
2015-05-03,182.9,449.73,287.03,483.02
2015-05-10,193.19,388.19,353.72,439.12
2015-05-17,185.71,254.78,276.25,433.5
2015-05-24,188.18,329.66,362.62,474.47
2015-05-31,188.82,445.69,441.74,488.84
